0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
0.0,619.5,619.5,638.4500122070312,617.5,627.4000244140625,627.4000244140625,625.7999877929688,622.2000122070312,622.2000122070312,625.5,608.0499877929688,584.25,584.25,613.75,605.7999877929688,605.7999877929688,614.0,614.0,610.2999877929688,604.0499877929688,601.0999755859375,604.0499877929688,604.0499877929688,634.2999877929688,615.0999755859375,637.4500122070312,637.4500122070312,672.9500122070312,653.0,653.0,681.2999877929688,677.4000244140625,675.9500122070312,675.9500122070312,643.0,674.0499877929688,674.0499877929688,651.0999755859375,643.0999755859375,647.0,647.0,663.0999755859375,660.0,660.0,657.5,634.4500122070312,625.2999877929688,625.2999877929688,594.0,612.4000244140625,612.4000244140625,594.0,603.3499755859375,590.0999755859375,603.3499755859375,660.0499877929688,650.0999755859375,650.0999755859375,657.0,666.6500244140625,684.5,684.5,715.5,684.4500122070312,684.4500122070312,711.4500122070312,713.4000244140625,712.0,712.0,715.0999755859375,707.2999877929688,707.2999877929688,717.25,721.0,727.0499877929688,727.0499877929688,721.2000122070312,720.5,720.5,723.0,718.7999877929688,707.0999755859375,707.0999755859375,717.6500244140625,705.0999755859375,705.0999755859375,689.8499755859375,680.2000122070312,664.5499877929688,664.5499877929688,675.1500244140625,665.2999877929688,665.2999877929688,691.0,692.25,691.0,691.0,700.4000244140625,703.0,703.0,672.0,658.2000122070312,660.0,660.0,661.25,669.5,669.5,653.3499755859375,648.5999755859375,652.0,652.0,655.0499877929688,664.0499877929688,664.0499877929688,651.1500244140625,623.0,620.5,620.5,664.9000244140625,634.0499877929688,634.0499877929688,634.0499877929688,684.5,688.0999755859375,688.0999755859375,684.0,681.5,681.5,678.0,673.75,662.0999755859375,662.0999755859375,681.0,690.0,690.0,690.0,681.0,683.0,683.0,675.2000122070312,671.75,671.75,702.5499877929688,683.4000244140625,675.5499877929688,675.5499877929688,698.0999755859375,689.0999755859375,689.0999755859375,691.4500122070312,710.0,717.1500244140625,717.1500244140625,725.0499877929688,724.2000122070312,724.2000122070312,724.2000122070312,720.0499877929688,711.0999755859375,711.0999755859375
0.0,637.5,637.5,640.3499755859375,621.75,631.2999877929688,631.2999877929688,630.4000244140625,642.25,642.25,635.25,625.7999877929688,608.9500122070312,608.9500122070312,618.4500122070312,609.3499755859375,609.3499755859375,620.1500244140625,620.1500244140625,625.25,625.0499877929688,605.4500122070312,625.0499877929688,625.0499877929688,637.0499877929688,637.5499877929688,639.0499877929688,639.0499877929688,674.6500244140625,657.0,657.0,690.0999755859375,692.4500122070312,680.4000244140625,680.4000244140625,684.4000244140625,700.0499877929688,700.0499877929688,656.0499877929688,650.0999755859375,649.75,649.75,670.75,662.5999755859375,662.5999755859375,673.8499755859375,657.5,634.4500122070312,634.4500122070312,608.7999877929688,623.9000244140625,623.9000244140625,608.7999877929688,609.7000122070312,616.8499755859375,609.7000122070312,661.2000122070312,655.4500122070312,655.4500122070312,670.5,668.7999877929688,685.7999877929688,685.7999877929688,717.5999755859375,695.1500244140625,695.1500244140625,716.9000244140625,719.7000122070312,737.2999877929688,737.2999877929688,717.9500122070312,710.0,710.0,721.2999877929688,722.25,732.0999755859375,732.0999755859375,723.5,734.3499755859375,734.3499755859375,727.0499877929688,725.25,726.0999755859375,726.0999755859375,723.0999755859375,708.4500122070312,708.4500122070312,718.0999755859375,693.75,686.5499877929688,686.5499877929688,683.7000122070312,679.5999755859375,679.5999755859375,692.9500122070312,708.8499755859375,693.2000122070312,693.2000122070312,705.25,704.3499755859375,704.3499755859375,701.9500122070312,673.3499755859375,661.7999877929688,661.7999877929688,673.5499877929688,674.1500244140625,674.1500244140625,662.5999755859375,660.25,654.9000244140625,654.9000244140625,668.9000244140625,678.5499877929688,678.5499877929688,658.8499755859375,650.9500122070312,627.5999755859375,627.5999755859375,666.5499877929688,639.5499877929688,639.5499877929688,639.5499877929688,686.7999877929688,695.75,695.75,686.5499877929688,687.9000244140625,687.9000244140625,699.8499755859375,677.0,672.0,672.0,685.7999877929688,691.2000122070312,691.2000122070312,691.2000122070312,685.7999877929688,697.5999755859375,697.5999755859375,678.6500244140625,689.3499755859375,689.3499755859375,706.5999755859375,703.5,685.3499755859375,685.3499755859375,705.9000244140625,695.0499877929688,695.0499877929688,701.7000122070312,712.5499877929688,718.25,718.25,728.5499877929688,727.1500244140625,727.1500244140625,727.1500244140625,729.8499755859375,720.5499877929688,720.5499877929688
0.0,643.0,643.0,630.0,627.0,630.0,629.9000244140625,629.9000244140625,627.2000122070312,627.2000122070312,644.0,627.2000122070312,608.9500122070312,612.0,612.0,616.0,616.0,628.5999755859375,619.9500122070312,605.4500122070312,620.0499877929688,605.4500122070312,640.0,640.0,620.0499877929688,640.0,625.0,671.0,671.0,692.9500122070312,692.9500122070312,696.4500122070312,692.9500122070312,684.7999877929688,674.0499877929688,674.0499877929688,656.9500122070312,656.9500122070312,651.0,656.9500122070312,651.0,673.4000244140625,673.4000244140625,661.0,661.0,673.0,661.0,644.7999877929688,619.2000122070312,619.2000122070312,616.8499755859375,616.8499755859375,609.7000122070312,609.7000122070312,655.4500122070312,661.2000122070312,661.2000122070312,668.7999877929688,668.7999877929688,670.5499877929688,668.7999877929688,686.0,686.0,686.0,723.9000244140625,723.9000244140625,718.9000244140625,723.9000244140625,741.0,722.0,722.0,723.0999755859375,723.0999755859375,718.25,723.0999755859375,734.0999755859375,726.0,726.0,732.0,732.0,727.7999877929688,732.0,728.0,725.0999755859375,725.0999755859375,691.0,691.0,725.0,691.0,693.0,687.0999755859375,687.0999755859375,709.9500122070312,709.9500122070312,697.0,709.9500122070312,694.7999877929688,708.7999877929688,708.7999877929688,672.0,672.0,702.0,672.0,661.7999877929688,677.3499755859375,677.3499755859375,664.0,664.0,662.0,664.0,653.0,668.0,668.0,653.0,653.0,659.4500122070312,653.0,625.0999755859375,668.0,668.0,697.0,697.0,697.0,686.0,697.0,690.0,690.0,679.0,679.0,698.0,679.0,686.0,690.0,700.0,694.2000122070312,694.2000122070312,694.2000122070312,691.7999877929688,700.0,680.0999755859375,680.0999755859375,704.7000122070312,704.7000122070312,706.0,704.7000122070312,686.0,708.0,708.0,713.0,713.0,708.0,713.0,723.0,734.6500244140625,734.6500244140625,722.0,722.0,722.0,735.0,722.0,721.0
0.0,655.0,655.0,640.8499755859375,639.9500122070312,640.8499755859375,645.0,645.0,639.3499755859375,639.3499755859375,644.0,639.3499755859375,630.0,618.2999877929688,618.2999877929688,625.9500122070312,625.9500122070312,628.5999755859375,627.9500122070312,632.0,627.4500122070312,632.0,644.6500244140625,644.6500244140625,627.4500122070312,644.6500244140625,639.9000244140625,671.1500244140625,671.1500244140625,697.6500244140625,697.6500244140625,696.4500122070312,697.6500244140625,695.7999877929688,702.5,702.5,666.4000244140625,666.4000244140625,688.9500122070312,666.4000244140625,657.9500122070312,673.4000244140625,673.4000244140625,675.5,675.5,674.75,675.5,660.0,638.0,638.0,618.9500122070312,618.9500122070312,621.5999755859375,621.5999755859375,655.4500122070312,676.5999755859375,676.5999755859375,674.9000244140625,674.9000244140625,673.75,674.9000244140625,695.0,705.0,705.0,724.0,724.0,726.5,724.0,742.0,723.0,723.0,730.1500244140625,730.1500244140625,726.8499755859375,730.1500244140625,736.9500122070312,739.7999877929688,739.7999877929688,735.6500244140625,735.6500244140625,731.5,735.6500244140625,732.5999755859375,725.9000244140625,725.9000244140625,719.9000244140625,719.9000244140625,726.7000122070312,719.9000244140625,696.5999755859375,689.0,689.0,713.7000122070312,713.7000122070312,699.9500122070312,713.7000122070312,715.0,714.0,714.0,703.25,703.25,708.5,703.25,678.5999755859375,678.0,678.0,668.9000244140625,668.9000244140625,674.7000122070312,668.9000244140625,672.25,691.1500244140625,691.1500244140625,670.5,670.5,675.0,670.5,652.5999755859375,668.7000122070312,668.7000122070312,698.9500122070312,698.9500122070312,698.9500122070312,686.5499877929688,698.9500122070312,692.0,692.0,706.9000244140625,706.9000244140625,701.4500122070312,706.9000244140625,713.5,691.8499755859375,703.9500122070312,697.0499877929688,697.0499877929688,697.0499877929688,699.0,703.9500122070312,699.25,699.25,714.75,714.75,706.5,714.75,705.5,712.8499755859375,712.8499755859375,716.7000122070312,716.7000122070312,717.7999877929688,716.7000122070312,727.1500244140625,737.0,737.0,735.5,735.5,735.5,735.0,735.5,730.4500122070312
0.0,638.4500122070312,638.4500122070312,617.5,619.5,617.5,622.2000122070312,622.2000122070312,625.5,625.5,625.7999877929688,625.5,608.0499877929688,605.7999877929688,605.7999877929688,614.0,614.0,613.75,610.2999877929688,604.0499877929688,601.0999755859375,604.0499877929688,634.2999877929688,634.2999877929688,601.0999755859375,634.2999877929688,615.0999755859375,653.0,653.0,681.2999877929688,681.2999877929688,672.9500122070312,681.2999877929688,677.4000244140625,674.0499877929688,674.0499877929688,651.0999755859375,651.0999755859375,643.0,651.0999755859375,643.0999755859375,660.0,660.0,657.5,657.5,663.0999755859375,657.5,634.4500122070312,612.4000244140625,612.4000244140625,594.0,594.0,590.0999755859375,590.0999755859375,603.3499755859375,650.0999755859375,650.0999755859375,657.0,657.0,660.0499877929688,657.0,666.6500244140625,684.4500122070312,684.4500122070312,711.4500122070312,711.4500122070312,715.5,711.4500122070312,713.4000244140625,707.2999877929688,707.2999877929688,717.25,717.25,715.0999755859375,717.25,721.0,720.5,720.5,723.0,723.0,721.2000122070312,723.0,718.7999877929688,705.0999755859375,705.0999755859375,689.8499755859375,689.8499755859375,717.6500244140625,689.8499755859375,680.2000122070312,665.2999877929688,665.2999877929688,691.0,691.0,675.1500244140625,691.0,692.25,703.0,703.0,672.0,672.0,700.4000244140625,672.0,658.2000122070312,669.5,669.5,653.3499755859375,653.3499755859375,661.25,653.3499755859375,648.5999755859375,664.0499877929688,664.0499877929688,651.1500244140625,651.1500244140625,655.0499877929688,651.1500244140625,623.0,634.0499877929688,634.0499877929688,684.5,684.5,684.5,664.9000244140625,684.5,681.5,681.5,678.0,678.0,684.0,678.0,673.75,685.7999877929688,690.0,681.0,681.0,681.0,683.0,690.0,671.75,671.75,702.5499877929688,702.5499877929688,675.2000122070312,702.5499877929688,683.4000244140625,689.0999755859375,689.0999755859375,691.4500122070312,691.4500122070312,698.0999755859375,691.4500122070312,710.0,724.2000122070312,724.2000122070312,720.0499877929688,720.0499877929688,720.0499877929688,725.0499877929688,720.0499877929688,713.0999755859375
0.0,640.3499755859375,640.3499755859375,621.75,637.5,621.75,642.25,642.25,635.25,635.25,630.4000244140625,635.25,625.7999877929688,609.3499755859375,609.3499755859375,620.1500244140625,620.1500244140625,618.4500122070312,625.25,625.0499877929688,605.4500122070312,625.0499877929688,637.0499877929688,637.0499877929688,605.4500122070312,637.0499877929688,637.5499877929688,657.0,657.0,690.0999755859375,690.0999755859375,674.6500244140625,690.0999755859375,692.4500122070312,700.0499877929688,700.0499877929688,656.0499877929688,656.0499877929688,684.4000244140625,656.0499877929688,650.0999755859375,662.5999755859375,662.5999755859375,673.8499755859375,673.8499755859375,670.75,673.8499755859375,657.5,623.9000244140625,623.9000244140625,608.7999877929688,608.7999877929688,616.8499755859375,616.8499755859375,609.7000122070312,655.4500122070312,655.4500122070312,670.5,670.5,661.2000122070312,670.5,668.7999877929688,695.1500244140625,695.1500244140625,716.9000244140625,716.9000244140625,717.5999755859375,716.9000244140625,719.7000122070312,710.0,710.0,721.2999877929688,721.2999877929688,717.9500122070312,721.2999877929688,722.25,734.3499755859375,734.3499755859375,727.0499877929688,727.0499877929688,723.5,727.0499877929688,725.25,708.4500122070312,708.4500122070312,718.0999755859375,718.0999755859375,723.0999755859375,718.0999755859375,693.75,679.5999755859375,679.5999755859375,692.9500122070312,692.9500122070312,683.7000122070312,692.9500122070312,708.8499755859375,704.3499755859375,704.3499755859375,701.9500122070312,701.9500122070312,705.25,701.9500122070312,673.3499755859375,674.1500244140625,674.1500244140625,662.5999755859375,662.5999755859375,673.5499877929688,662.5999755859375,660.25,678.5499877929688,678.5499877929688,658.8499755859375,658.8499755859375,668.9000244140625,658.8499755859375,650.9500122070312,639.5499877929688,639.5499877929688,686.7999877929688,686.7999877929688,686.7999877929688,666.5499877929688,686.7999877929688,687.9000244140625,687.9000244140625,699.8499755859375,699.8499755859375,686.5499877929688,699.8499755859375,677.0,690.0499877929688,691.2000122070312,685.7999877929688,685.7999877929688,685.7999877929688,697.5999755859375,691.2000122070312,689.3499755859375,689.3499755859375,706.5999755859375,706.5999755859375,678.6500244140625,706.5999755859375,703.5,695.0499877929688,695.0499877929688,701.7000122070312,701.7000122070312,705.9000244140625,701.7000122070312,712.5499877929688,727.1500244140625,727.1500244140625,729.8499755859375,729.8499755859375,729.8499755859375,728.5499877929688,729.8499755859375,714.75
0.0,630.0,630.0,627.0,642.9500122070312,642.9500122070312,644.0,627.2000122070312,644.0,644.0,608.9500122070312,609.3499755859375,609.3499755859375,628.5999755859375,616.0,628.5999755859375,628.5999755859375,616.0,619.9500122070312,620.0499877929688,605.4500122070312,640.0,620.0499877929688,620.0499877929688,625.0,655.0,655.0,696.4500122070312,692.9500122070312,696.4500122070312,696.4500122070312,684.7999877929688,692.6500244140625,692.6500244140625,651.0,656.9500122070312,651.0,651.0,651.0,659.4000244140625,659.4000244140625,673.0,661.0,673.0,673.0,644.7999877929688,634.0,634.0,616.8499755859375,616.8499755859375,609.7000122070312,609.7000122070312,655.4500122070312,655.4500122070312,661.2000122070312,670.5499877929688,668.7999877929688,670.5499877929688,670.5499877929688,686.0,698.7999877929688,698.7999877929688,718.9000244140625,723.9000244140625,718.9000244140625,718.9000244140625,741.0,713.5999755859375,713.5999755859375,718.25,723.0999755859375,718.25,718.25,734.0999755859375,738.0999755859375,738.0999755859375,727.7999877929688,732.0,727.7999877929688,727.7999877929688,728.0,710.0,710.0,725.0,691.0,725.0,725.0,693.0,679.5999755859375,679.5999755859375,697.0,709.9500122070312,697.0,697.0,694.7999877929688,706.0999755859375,706.0999755859375,702.0,672.0,702.0,702.0,661.7999877929688,675.0,675.0,662.0,664.0,662.0,662.0,653.0,680.0,680.0,659.4500122070312,653.0,659.4500122070312,659.4500122070312,625.0999755859375,639.5499877929688,639.5499877929688,686.0,697.0,686.0,686.0,686.0,692.0,692.0,698.0,679.0,698.0,698.0,686.0,690.0499877929688,690.0499877929688,694.2000122070312,694.2000122070312,691.7999877929688,691.7999877929688,691.7999877929688,700.0,691.7999877929688,706.0,704.7000122070312,706.0,706.0,686.0,697.0,697.0,708.0,713.0,708.0,708.0,723.0,727.4000244140625,727.4000244140625,735.0,722.0,735.0,735.0,735.0,718.7000122070312,718.7000122070312,719.7000122070312
0.0,640.8499755859375,640.8499755859375,639.9500122070312,649.7000122070312,649.7000122070312,644.0,639.3499755859375,644.0,644.0,630.0,613.4000244140625,613.4000244140625,628.5999755859375,625.9500122070312,628.5999755859375,628.5999755859375,625.9500122070312,627.9500122070312,627.4500122070312,632.0,644.6500244140625,627.4500122070312,627.4500122070312,639.9000244140625,657.5999755859375,657.5999755859375,696.4500122070312,697.6500244140625,696.4500122070312,696.4500122070312,695.7999877929688,715.0,715.0,688.9500122070312,666.4000244140625,688.9500122070312,688.9500122070312,657.9500122070312,665.0,665.0,674.75,675.5,674.75,674.75,660.0,644.9500122070312,644.9500122070312,618.9500122070312,618.9500122070312,621.5999755859375,621.5999755859375,655.4500122070312,655.4500122070312,676.5999755859375,673.75,674.9000244140625,673.75,673.75,695.0,699.75,699.75,726.5,724.0,726.5,726.5,742.0,740.0,740.0,726.8499755859375,730.1500244140625,726.8499755859375,726.8499755859375,736.9500122070312,738.9000244140625,738.9000244140625,731.5,735.6500244140625,731.5,731.5,732.5999755859375,728.7999877929688,728.7999877929688,726.7000122070312,719.9000244140625,726.7000122070312,726.7000122070312,696.5999755859375,689.0,689.0,699.9500122070312,713.7000122070312,699.9500122070312,699.9500122070312,715.0,709.0,709.0,708.5,703.25,708.5,708.5,678.5999755859375,675.0,675.0,674.7000122070312,668.9000244140625,674.7000122070312,674.7000122070312,672.25,686.9500122070312,686.9500122070312,675.0,670.5,675.0,675.0,652.5999755859375,642.75,642.75,686.5499877929688,698.9500122070312,686.5499877929688,686.5499877929688,686.5499877929688,699.7999877929688,699.7999877929688,701.4500122070312,706.9000244140625,701.4500122070312,701.4500122070312,713.5,693.7000122070312,693.7000122070312,697.0499877929688,697.0499877929688,699.0,699.0,699.0,703.9500122070312,699.0,706.5,714.75,706.5,706.5,705.5,697.7999877929688,697.7999877929688,717.7999877929688,716.7000122070312,717.7999877929688,717.7999877929688,727.1500244140625,731.0,731.0,735.0,735.5,735.0,735.0,735.0,725.0,725.0,726.4000244140625
0.0,617.5,617.5,619.5,627.4000244140625,627.4000244140625,625.7999877929688,625.5,625.7999877929688,625.7999877929688,608.0499877929688,584.25,584.25,613.75,614.0,613.75,613.75,614.0,610.2999877929688,601.0999755859375,604.0499877929688,634.2999877929688,601.0999755859375,601.0999755859375,615.0999755859375,637.4500122070312,637.4500122070312,672.9500122070312,681.2999877929688,672.9500122070312,672.9500122070312,677.4000244140625,675.9500122070312,675.9500122070312,643.0,651.0999755859375,643.0,643.0,643.0999755859375,647.0,647.0,663.0999755859375,657.5,663.0999755859375,663.0999755859375,634.4500122070312,625.2999877929688,625.2999877929688,594.0,594.0,590.0999755859375,590.0999755859375,603.3499755859375,603.3499755859375,650.0999755859375,660.0499877929688,657.0,660.0499877929688,660.0499877929688,666.6500244140625,684.5,684.5,715.5,711.4500122070312,715.5,715.5,713.4000244140625,712.0,712.0,715.0999755859375,717.25,715.0999755859375,715.0999755859375,721.0,727.0499877929688,727.0499877929688,721.2000122070312,723.0,721.2000122070312,721.2000122070312,718.7999877929688,707.0999755859375,707.0999755859375,717.6500244140625,689.8499755859375,717.6500244140625,717.6500244140625,680.2000122070312,664.5499877929688,664.5499877929688,675.1500244140625,691.0,675.1500244140625,675.1500244140625,692.25,691.0,691.0,700.4000244140625,672.0,700.4000244140625,700.4000244140625,658.2000122070312,660.0,660.0,661.25,653.3499755859375,661.25,661.25,648.5999755859375,652.0,652.0,655.0499877929688,651.1500244140625,655.0499877929688,655.0499877929688,623.0,620.5,620.5,664.9000244140625,684.5,664.9000244140625,664.9000244140625,664.9000244140625,688.0999755859375,688.0999755859375,684.0,678.0,684.0,684.0,673.75,662.0999755859375,662.0999755859375,681.0,681.0,683.0,683.0,683.0,690.0,683.0,675.2000122070312,702.5499877929688,675.2000122070312,675.2000122070312,683.4000244140625,675.5499877929688,675.5499877929688,698.0999755859375,691.4500122070312,698.0999755859375,698.0999755859375,710.0,717.1500244140625,717.1500244140625,725.0499877929688,720.0499877929688,725.0499877929688,725.0499877929688,725.0499877929688,711.0999755859375,711.0999755859375,716.3499755859375
0.0,621.75,621.75,637.5,631.2999877929688,631.2999877929688,630.4000244140625,635.25,630.4000244140625,630.4000244140625,625.7999877929688,608.9500122070312,608.9500122070312,618.4500122070312,620.1500244140625,618.4500122070312,618.4500122070312,620.1500244140625,625.25,605.4500122070312,625.0499877929688,637.0499877929688,605.4500122070312,605.4500122070312,637.5499877929688,639.0499877929688,639.0499877929688,674.6500244140625,690.0999755859375,674.6500244140625,674.6500244140625,692.4500122070312,680.4000244140625,680.4000244140625,684.4000244140625,656.0499877929688,684.4000244140625,684.4000244140625,650.0999755859375,649.75,649.75,670.75,673.8499755859375,670.75,670.75,657.5,634.4500122070312,634.4500122070312,608.7999877929688,608.7999877929688,616.8499755859375,616.8499755859375,609.7000122070312,609.7000122070312,655.4500122070312,661.2000122070312,670.5,661.2000122070312,661.2000122070312,668.7999877929688,685.7999877929688,685.7999877929688,717.5999755859375,716.9000244140625,717.5999755859375,717.5999755859375,719.7000122070312,737.2999877929688,737.2999877929688,717.9500122070312,721.2999877929688,717.9500122070312,717.9500122070312,722.25,732.0999755859375,732.0999755859375,723.5,727.0499877929688,723.5,723.5,725.25,726.0999755859375,726.0999755859375,723.0999755859375,718.0999755859375,723.0999755859375,723.0999755859375,693.75,686.5499877929688,686.5499877929688,683.7000122070312,692.9500122070312,683.7000122070312,683.7000122070312,708.8499755859375,693.2000122070312,693.2000122070312,705.25,701.9500122070312,705.25,705.25,673.3499755859375,661.7999877929688,661.7999877929688,673.5499877929688,662.5999755859375,673.5499877929688,673.5499877929688,660.25,654.9000244140625,654.9000244140625,668.9000244140625,658.8499755859375,668.9000244140625,668.9000244140625,650.9500122070312,627.5999755859375,627.5999755859375,666.5499877929688,686.7999877929688,666.5499877929688,666.5499877929688,666.5499877929688,695.75,695.75,686.5499877929688,699.8499755859375,686.5499877929688,686.5499877929688,677.0,672.0,672.0,685.7999877929688,685.7999877929688,697.5999755859375,697.5999755859375,697.5999755859375,691.2000122070312,697.5999755859375,678.6500244140625,706.5999755859375,678.6500244140625,678.6500244140625,703.5,685.3499755859375,685.3499755859375,705.9000244140625,701.7000122070312,705.9000244140625,705.9000244140625,712.5499877929688,718.25,718.25,728.5499877929688,729.8499755859375,728.5499877929688,728.5499877929688,728.5499877929688,720.5499877929688,720.5499877929688,719.5999755859375
0.0,627.0,627.0,642.9500122070312,630.0,629.9000244140625,629.9000244140625,644.0,608.9500122070312,608.9500122070312,627.2000122070312,608.9500122070312,612.0,612.0,628.5999755859375,616.0,616.0,619.9500122070312,605.4500122070312,605.4500122070312,640.0,620.0499877929688,625.0,625.0,640.0,625.0,671.0,671.0,696.4500122070312,684.7999877929688,684.7999877929688,692.9500122070312,684.7999877929688,674.0499877929688,674.0499877929688,651.0,651.0,651.0,656.9500122070312,651.0,673.4000244140625,673.4000244140625,673.0,644.7999877929688,644.7999877929688,661.0,644.7999877929688,619.2000122070312,619.2000122070312,609.7000122070312,655.4500122070312,655.4500122070312,609.7000122070312,661.2000122070312,670.5499877929688,661.2000122070312,670.5499877929688,686.0,686.0,668.7999877929688,686.0,686.0,686.0,718.9000244140625,741.0,741.0,723.9000244140625,741.0,722.0,722.0,718.25,734.0999755859375,734.0999755859375,723.0999755859375,734.0999755859375,726.0,726.0,727.7999877929688,728.0,728.0,732.0,728.0,725.0999755859375,725.0999755859375,725.0,693.0,693.0,691.0,693.0,687.0999755859375,687.0999755859375,697.0,694.7999877929688,694.7999877929688,709.9500122070312,694.7999877929688,708.7999877929688,708.7999877929688,702.0,661.7999877929688,661.7999877929688,672.0,661.7999877929688,677.3499755859375,677.3499755859375,662.0,653.0,653.0,664.0,653.0,668.0,668.0,659.4500122070312,625.0999755859375,625.0999755859375,653.0,625.0999755859375,668.0,668.0,686.0,692.0,692.0,692.0,697.0,690.0,690.0,698.0,686.0,686.0,679.0,686.0,690.0,700.0,691.7999877929688,700.0,700.0,700.0,691.7999877929688,680.0999755859375,680.0999755859375,706.0,686.0,686.0,704.7000122070312,686.0,708.0,708.0,708.0,723.0,723.0,713.0,723.0,734.6500244140625,734.6500244140625,735.0,718.7000122070312,718.7000122070312,718.7000122070312,722.0,721.0,721.0
0.0,639.9500122070312,639.9500122070312,649.7000122070312,640.8499755859375,645.0,645.0,644.0,630.0,630.0,639.3499755859375,630.0,618.2999877929688,618.2999877929688,628.5999755859375,625.9500122070312,625.9500122070312,627.9500122070312,632.0,632.0,644.6500244140625,627.4500122070312,639.9000244140625,639.9000244140625,644.6500244140625,639.9000244140625,671.1500244140625,671.1500244140625,696.4500122070312,695.7999877929688,695.7999877929688,697.6500244140625,695.7999877929688,702.5,702.5,688.9500122070312,657.9500122070312,657.9500122070312,666.4000244140625,657.9500122070312,673.4000244140625,673.4000244140625,674.75,660.0,660.0,675.5,660.0,638.0,638.0,621.5999755859375,655.4500122070312,655.4500122070312,621.5999755859375,676.5999755859375,673.75,676.5999755859375,673.75,695.0,695.0,674.9000244140625,695.0,705.0,705.0,726.5,742.0,742.0,724.0,742.0,723.0,723.0,726.8499755859375,736.9500122070312,736.9500122070312,730.1500244140625,736.9500122070312,739.7999877929688,739.7999877929688,731.5,732.5999755859375,732.5999755859375,735.6500244140625,732.5999755859375,725.9000244140625,725.9000244140625,726.7000122070312,696.5999755859375,696.5999755859375,719.9000244140625,696.5999755859375,689.0,689.0,699.9500122070312,715.0,715.0,713.7000122070312,715.0,714.0,714.0,708.5,678.5999755859375,678.5999755859375,703.25,678.5999755859375,678.0,678.0,674.7000122070312,672.25,672.25,668.9000244140625,672.25,691.1500244140625,691.1500244140625,675.0,652.5999755859375,652.5999755859375,670.5,652.5999755859375,668.7000122070312,668.7000122070312,686.5499877929688,699.7999877929688,699.7999877929688,699.7999877929688,698.9500122070312,692.0,692.0,701.4500122070312,713.5,713.5,706.9000244140625,713.5,691.8499755859375,703.9500122070312,699.0,703.9500122070312,703.9500122070312,703.9500122070312,699.0,699.25,699.25,706.5,705.5,705.5,714.75,705.5,712.8499755859375,712.8499755859375,717.7999877929688,727.1500244140625,727.1500244140625,716.7000122070312,727.1500244140625,737.0,737.0,735.0,725.0,725.0,725.0,735.5,730.4500122070312,730.4500122070312
0.0,619.5,619.5,627.4000244140625,617.5,622.2000122070312,622.2000122070312,625.7999877929688,608.0499877929688,608.0499877929688,625.5,608.0499877929688,605.7999877929688,605.7999877929688,613.75,614.0,614.0,610.2999877929688,604.0499877929688,604.0499877929688,634.2999877929688,601.0999755859375,615.0999755859375,615.0999755859375,634.2999877929688,615.0999755859375,653.0,653.0,672.9500122070312,677.4000244140625,677.4000244140625,681.2999877929688,677.4000244140625,674.0499877929688,674.0499877929688,643.0,643.0999755859375,643.0999755859375,651.0999755859375,643.0999755859375,660.0,660.0,663.0999755859375,634.4500122070312,634.4500122070312,657.5,634.4500122070312,612.4000244140625,612.4000244140625,590.0999755859375,603.3499755859375,603.3499755859375,590.0999755859375,650.0999755859375,660.0499877929688,650.0999755859375,660.0499877929688,666.6500244140625,666.6500244140625,657.0,666.6500244140625,684.4500122070312,684.4500122070312,715.5,713.4000244140625,713.4000244140625,711.4500122070312,713.4000244140625,707.2999877929688,707.2999877929688,715.0999755859375,721.0,721.0,717.25,721.0,720.5,720.5,721.2000122070312,718.7999877929688,718.7999877929688,723.0,718.7999877929688,705.0999755859375,705.0999755859375,717.6500244140625,680.2000122070312,680.2000122070312,689.8499755859375,680.2000122070312,665.2999877929688,665.2999877929688,675.1500244140625,692.25,692.25,691.0,692.25,703.0,703.0,700.4000244140625,658.2000122070312,658.2000122070312,672.0,658.2000122070312,669.5,669.5,661.25,648.5999755859375,648.5999755859375,653.3499755859375,648.5999755859375,664.0499877929688,664.0499877929688,655.0499877929688,623.0,623.0,651.1500244140625,623.0,634.0499877929688,634.0499877929688,664.9000244140625,688.0999755859375,688.0999755859375,688.0999755859375,684.5,681.5,681.5,684.0,673.75,673.75,678.0,673.75,685.7999877929688,690.0,683.0,690.0,690.0,690.0,683.0,671.75,671.75,675.2000122070312,683.4000244140625,683.4000244140625,702.5499877929688,683.4000244140625,689.0999755859375,689.0999755859375,698.0999755859375,710.0,710.0,691.4500122070312,710.0,724.2000122070312,724.2000122070312,725.0499877929688,711.0999755859375,711.0999755859375,711.0999755859375,720.0499877929688,713.0999755859375,713.0999755859375
